# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:01:17 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04193500 Maumee River at Waterville OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 04193500
#            TS   parameter     statistic     Description
#        109477       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	109477_00060_00003	109477_00060_00003_cd	
USGS	04193500	2008-10-27	573	A				
USGS	04193500	2008-10-28	526	A				
USGS	04193500	2008-10-29	482	A				
USGS	04193500	2008-10-30	285	A				
USGS	04193500	2008-10-31	312	A				
USGS	04193500	2008-11-01	327	A				
USGS	04193500	2008-11-02	300	A				
USGS	04193500	2008-11-03	359	A				
USGS	04193500	2008-11-04	1460	A				
USGS	04193500	2008-11-05	741	A				
USGS	04193500	2008-11-06	549	A				
USGS	04193500	2008-11-07	411	A				
USGS	04193500	2008-11-08	360	A				
USGS	04193500	2008-11-09	289	A				
USGS	04193500	2008-11-10	243	A				
USGS	04193500	2008-11-11	142	A				
USGS	04193500	2008-11-12	176	A				
USGS	04193500	2008-11-13	431	A				
USGS	04193500	2008-11-14	416	A				
USGS	04193500	2008-11-15	754	A				
USGS	04193500	2008-11-16	4690	A				
USGS	04193500	2008-11-17	5800	A				
USGS	04193500	2008-11-18	3330	A				
USGS	04193500	2008-11-19	2440	A				
USGS	04193500	2008-11-20	1850	A				
USGS	04193500	2008-11-21	1160	A				
USGS	04193500	2008-11-22	1150	A				
USGS	04193500	2008-11-23	916	A				
USGS	04193500	2008-11-24	791	A				
USGS	04193500	2008-11-25	799	A				
USGS	04193500	2008-11-26	525	A				
USGS	04193500	2008-11-27	502	A				
USGS	04193500	2008-11-28	594	A				
USGS	04193500	2008-11-29	614	A				
USGS	04193500	2008-11-30	566	A				
USGS	04193500	2008-12-01	831	A				
USGS	04193500	2008-12-02	784	A				
USGS	04193500	2008-12-03	532	A				
USGS	04193500	2008-12-04	635	A				
USGS	04193500	2008-12-05	508	A				
USGS	04193500	2008-12-06	413	A:e				
USGS	04193500	2008-12-07	371	A:e				
USGS	04193500	2008-12-08	455	A:e				
USGS	04193500	2008-12-09	750	A:e				
USGS	04193500	2008-12-10	5480	A				
USGS	04193500	2008-12-11	9200	A				
USGS	04193500	2008-12-12	5900	A				
USGS	04193500	2008-12-13	4310	A				
USGS	04193500	2008-12-14	2680	A				
USGS	04193500	2008-12-15	2250	A:e				
USGS	04193500	2008-12-16	1930	A:e				
USGS	04193500	2008-12-17	1670	A:e				
USGS	04193500	2008-12-18	1330	A:e				
USGS	04193500	2008-12-19	1020	A:e				
USGS	04193500	2008-12-20	1430	A:e				
USGS	04193500	2008-12-21	2050	A:e				
USGS	04193500	2008-12-22	3090	A:e				
USGS	04193500	2008-12-23	2250	A:e				
USGS	04193500	2008-12-24	1810	A:e				
USGS	04193500	2008-12-25	1470	A:e				
USGS	04193500	2008-12-26	3450	A:e				
USGS	04193500	2008-12-27	8000	A:e				
USGS	04193500	2008-12-28	20100	A:e				
USGS	04193500	2008-12-29	42400	A				
USGS	04193500	2008-12-30	32700	A				
USGS	04193500	2008-12-31	24500	A				
USGS	04193500	2009-01-01	17500	A				
USGS	04193500	2009-01-02	13800	A				
USGS	04193500	2009-01-03	10800	A				
USGS	04193500	2009-01-04	8730	A				
USGS	04193500	2009-01-05	6730	A				
USGS	04193500	2009-01-06	4810	A				
USGS	04193500	2009-01-07	3200	A:e				
USGS	04193500	2009-01-08	1980	A:e				
USGS	04193500	2009-01-09	1410	A:e				
USGS	04193500	2009-01-10	1180	A:e				
USGS	04193500	2009-01-11	1090	A:e				
USGS	04193500	2009-01-12	997	A:e				
USGS	04193500	2009-01-13	968	A:e				
USGS	04193500	2009-01-14	912	A:e				
USGS	04193500	2009-01-15	894	A:e				
USGS	04193500	2009-01-16	850	A:e				
USGS	04193500	2009-01-17	842	A:e				
USGS	04193500	2009-01-18	801	A:e				
USGS	04193500	2009-01-19	767	A:e				
USGS	04193500	2009-01-20	739	A:e				
USGS	04193500	2009-01-21	722	A:e				
USGS	04193500	2009-01-22	687	A:e				
USGS	04193500	2009-01-23	655	A:e				
USGS	04193500	2009-01-24	639	A:e				
USGS	04193500	2009-01-25	616	A:e				
USGS	04193500	2009-01-26	616	A:e				
USGS	04193500	2009-01-27	608	A:e				
USGS	04193500	2009-01-28	601	A:e				
USGS	04193500	2009-01-29	583	A:e				
USGS	04193500	2009-01-30	569	A:e				
USGS	04193500	2009-01-31	549	A:e				
USGS	04193500	2009-02-01	529	A:e				
USGS	04193500	2009-02-02	516	A:e				
USGS	04193500	2009-02-03	513	A:e				
USGS	04193500	2009-02-04	501	A:e				
USGS	04193500	2009-02-05	498	A:e				
USGS	04193500	2009-02-06	478	A:e				
USGS	04193500	2009-02-07	469	A:e				
USGS	04193500	2009-02-08	460	A:e				
USGS	04193500	2009-02-09	1300	A:e				
USGS	04193500	2009-02-10	3620	A:e				
USGS	04193500	2009-02-11	9010	A:e				
USGS	04193500	2009-02-12	25500	A:e				
USGS	04193500	2009-02-13	65900	A:e				
USGS	04193500	2009-02-14	59900	A				
USGS	04193500	2009-02-15	40800	A				
USGS	04193500	2009-02-16	29300	A				
USGS	04193500	2009-02-17	22600	A				
USGS	04193500	2009-02-18	17100	A				
USGS	04193500	2009-02-19	13900	A				
USGS	04193500	2009-02-20	10600	A				
USGS	04193500	2009-02-21	7610	A				
USGS	04193500	2009-02-22	5730	A				
USGS	04193500	2009-02-23	4370	A				
USGS	04193500	2009-02-24	3550	A				
USGS	04193500	2009-02-25	3330	A				
USGS	04193500	2009-02-26	3200	A				
USGS	04193500	2009-02-27	5880	A				
USGS	04193500	2009-02-28	13000	A				
USGS	04193500	2009-03-01	13300	A				
USGS	04193500	2009-03-02	10600	A				
USGS	04193500	2009-03-03	7940	A				
USGS	04193500	2009-03-04	5240	A				
USGS	04193500	2009-03-05	4130	A:e				
USGS	04193500	2009-03-06	3670	A:e				
USGS	04193500	2009-03-07	3370	A:e				
USGS	04193500	2009-03-08	11200	A				
USGS	04193500	2009-03-09	49400	A				
USGS	04193500	2009-03-10	66700	A				
USGS	04193500	2009-03-11	88300	A				
USGS	04193500	2009-03-12	88600	A				
USGS	04193500	2009-03-13	63200	A				
USGS	04193500	2009-03-14	42000	A				
USGS	04193500	2009-03-15	33700	A				
USGS	04193500	2009-03-16	26500	A				
USGS	04193500	2009-03-17	19400	A				
USGS	04193500	2009-03-18	12800	A				
USGS	04193500	2009-03-19	9620	A				
USGS	04193500	2009-03-20	7530	A				
USGS	04193500	2009-03-21	6010	A				
USGS	04193500	2009-03-22	5130	A				
USGS	04193500	2009-03-23	4250	A				
USGS	04193500	2009-03-24	3770	A				
USGS	04193500	2009-03-25	3490	A				
USGS	04193500	2009-03-26	3070	A				
USGS	04193500	2009-03-27	2770	A				
USGS	04193500	2009-03-28	2430	A				
USGS	04193500	2009-03-29	3010	A				
USGS	04193500	2009-03-30	3380	A				
USGS	04193500	2009-03-31	4580	A				
USGS	04193500	2009-04-01	5260	A				
USGS	04193500	2009-04-02	4080	A				
USGS	04193500	2009-04-03	4060	A				
USGS	04193500	2009-04-04	5480	A				
USGS	04193500	2009-04-05	8520	A				
USGS	04193500	2009-04-06	19800	A				
USGS	04193500	2009-04-07	36100	A				
USGS	04193500	2009-04-08	32500	A				
USGS	04193500	2009-04-09	24800	A				
USGS	04193500	2009-04-10	19200	A				
USGS	04193500	2009-04-11	15100	A				
USGS	04193500	2009-04-12	11700	A				
USGS	04193500	2009-04-13	9050	A				
USGS	04193500	2009-04-14	9210	A				
USGS	04193500	2009-04-15	21400	A				
USGS	04193500	2009-04-16	23200	A				
USGS	04193500	2009-04-17	19600	A				
USGS	04193500	2009-04-18	14300	A				
USGS	04193500	2009-04-19	10800	A				
USGS	04193500	2009-04-20	10700	A				
USGS	04193500	2009-04-21	18100	A				
USGS	04193500	2009-04-22	18300	A				
USGS	04193500	2009-04-23	14400	A				
USGS	04193500	2009-04-24	11000	A				
USGS	04193500	2009-04-25	8500	A				
USGS	04193500	2009-04-26	6510	A				
USGS	04193500	2009-04-27	5010	A				
USGS	04193500	2009-04-28	4510	A				
USGS	04193500	2009-04-29	3620	A				
USGS	04193500	2009-04-30	4130	A				
USGS	04193500	2009-05-01	6870	A				
USGS	04193500	2009-05-02	9670	A				
USGS	04193500	2009-05-03	11100	A				
USGS	04193500	2009-05-04	9890	A				
USGS	04193500	2009-05-05	7220	A				
USGS	04193500	2009-05-06	5550	A				
USGS	04193500	2009-05-07	5270	A				
USGS	04193500	2009-05-08	6030	A				
USGS	04193500	2009-05-09	8210	A				
USGS	04193500	2009-05-10	7880	A				
USGS	04193500	2009-05-11	6370	A				
USGS	04193500	2009-05-12	4200	A				
USGS	04193500	2009-05-13	3110	A				
USGS	04193500	2009-05-14	4090	A				
USGS	04193500	2009-05-15	9420	A				
USGS	04193500	2009-05-16	11200	A				
USGS	04193500	2009-05-17	8660	A				
USGS	04193500	2009-05-18	7270	A				
USGS	04193500	2009-05-19	5530	A				
USGS	04193500	2009-05-20	4920	A				
USGS	04193500	2009-05-21	3680	A				
USGS	04193500	2009-05-22	3190	A				
USGS	04193500	2009-05-23	3000	A				
USGS	04193500	2009-05-24	2480	A				
USGS	04193500	2009-05-25	2080	A				
USGS	04193500	2009-05-26	1720	A				
USGS	04193500	2009-05-27	2340	A				
USGS	04193500	2009-05-28	6270	A				
USGS	04193500	2009-05-29	7830	A				
USGS	04193500	2009-05-30	7340	A				
USGS	04193500	2009-05-31	4160	A				
USGS	04193500	2009-06-01	3480	A				
USGS	04193500	2009-06-02	3340	A				
USGS	04193500	2009-06-03	6320	A				
USGS	04193500	2009-06-04	7380	A				
USGS	04193500	2009-06-05	6910	A				
USGS	04193500	2009-06-06	4480	A				
USGS	04193500	2009-06-07	3750	A				
USGS	04193500	2009-06-08	2570	A				
USGS	04193500	2009-06-09	2000	A				
USGS	04193500	2009-06-10	1880	A				
USGS	04193500	2009-06-11	2050	A				
USGS	04193500	2009-06-12	3130	A				
USGS	04193500	2009-06-13	5830	A				
USGS	04193500	2009-06-14	5610	A				
USGS	04193500	2009-06-15	4700	A				
USGS	04193500	2009-06-16	3760	A				
USGS	04193500	2009-06-17	2350	A				
USGS	04193500	2009-06-18	1880	A				
USGS	04193500	2009-06-19	5790	A				
USGS	04193500	2009-06-20	15000	A				
USGS	04193500	2009-06-21	10600	A				
USGS	04193500	2009-06-22	9710	A				
USGS	04193500	2009-06-23	7730	A				
USGS	04193500	2009-06-24	5140	A				
USGS	04193500	2009-06-25	4670	A				
USGS	04193500	2009-06-26	4440	A				
USGS	04193500	2009-06-27	3700	A				
USGS	04193500	2009-06-28	3170	A				
USGS	04193500	2009-06-29	2390	A				
USGS	04193500	2009-06-30	1630	A				
USGS	04193500	2009-07-01	1150	A				
USGS	04193500	2009-07-02	1150	A				
USGS	04193500	2009-07-03	934	A				
USGS	04193500	2009-07-04	786	A				
USGS	04193500	2009-07-05	799	A				
USGS	04193500	2009-07-06	816	A				
USGS	04193500	2009-07-07	718	A				
USGS	04193500	2009-07-08	591	A				
USGS	04193500	2009-07-09	654	A				
USGS	04193500	2009-07-10	628	A				
USGS	04193500	2009-07-11	722	A				
USGS	04193500	2009-07-12	762	A				
USGS	04193500	2009-07-13	640	A				
USGS	04193500	2009-07-14	808	A				
USGS	04193500	2009-07-15	919	A				
USGS	04193500	2009-07-16	724	A				
USGS	04193500	2009-07-17	556	A				
USGS	04193500	2009-07-18	580	A				
USGS	04193500	2009-07-19	470	A				
USGS	04193500	2009-07-20	603	A				
USGS	04193500	2009-07-21	616	A				
USGS	04193500	2009-07-22	637	A				
USGS	04193500	2009-07-23	722	A				
USGS	04193500	2009-07-24	513	A				
USGS	04193500	2009-07-25	595	A				
USGS	04193500	2009-07-26	877	A				
USGS	04193500	2009-07-27	545	A				
USGS	04193500	2009-07-28	507	A				
USGS	04193500	2009-07-29	817	A				
USGS	04193500	2009-07-30	1050	A				
USGS	04193500	2009-07-31	1330	A				
USGS	04193500	2009-08-01	1430	A				
USGS	04193500	2009-08-02	1110	A				
USGS	04193500	2009-08-03	722	A				
USGS	04193500	2009-08-04	498	A				
USGS	04193500	2009-08-05	444	A				
USGS	04193500	2009-08-06	488	A				
USGS	04193500	2009-08-07	342	A				
USGS	04193500	2009-08-08	326	A				
USGS	04193500	2009-08-09	391	A				
USGS	04193500	2009-08-10	300	A				
USGS	04193500	2009-08-11	249	A				
USGS	04193500	2009-08-12	243	A				
USGS	04193500	2009-08-13	240	A				
USGS	04193500	2009-08-14	255	A				
USGS	04193500	2009-08-15	352	A				
USGS	04193500	2009-08-16	345	A				
USGS	04193500	2009-08-17	372	A				
USGS	04193500	2009-08-18	1910	A				
USGS	04193500	2009-08-19	4970	A				
USGS	04193500	2009-08-20	4950	A				
USGS	04193500	2009-08-21	3140	A				
USGS	04193500	2009-08-22	2550	A				
USGS	04193500	2009-08-23	1900	A				
USGS	04193500	2009-08-24	1410	A				
USGS	04193500	2009-08-25	815	A				
USGS	04193500	2009-08-26	642	A				
USGS	04193500	2009-08-27	682	A				
USGS	04193500	2009-08-28	607	A				
USGS	04193500	2009-08-29	592	A				
USGS	04193500	2009-08-30	500	A				
USGS	04193500	2009-08-31	612	A				
USGS	04193500	2009-09-01	866	A				
USGS	04193500	2009-09-02	622	A				
USGS	04193500	2009-09-03	615	A				
USGS	04193500	2009-09-04	720	A				
USGS	04193500	2009-09-05	543	A				
USGS	04193500	2009-09-06	427	A				
USGS	04193500	2009-09-07	511	A				
USGS	04193500	2009-09-08	487	A				
USGS	04193500	2009-09-09	439	A				
USGS	04193500	2009-09-10	416	A				
USGS	04193500	2009-09-11	669	A				
USGS	04193500	2009-09-12	710	A				
USGS	04193500	2009-09-13	602	A				
USGS	04193500	2009-09-14	559	A				
USGS	04193500	2009-09-15	527	A				
USGS	04193500	2009-09-16	434	A				
USGS	04193500	2009-09-17	409	A				
USGS	04193500	2009-09-18	372	A				
USGS	04193500	2009-09-19	280	A				
USGS	04193500	2009-09-20	284	A				
USGS	04193500	2009-09-21	335	A				
USGS	04193500	2009-09-22	312	A				
USGS	04193500	2009-09-23	364	A				
USGS	04193500	2009-09-24	278	A				
USGS	04193500	2009-09-25	280	A				
USGS	04193500	2009-09-26	330	A				
USGS	04193500	2009-09-27	339	A				
USGS	04193500	2009-09-28	445	A				
USGS	04193500	2009-09-29	366	A				
USGS	04193500	2009-09-30	164	A				
USGS	04193500	2009-10-01	138	A				
USGS	04193500	2009-10-02	410	A				
USGS	04193500	2009-10-03	685	A				
USGS	04193500	2009-10-04	821	A				
USGS	04193500	2009-10-05	891	A				
USGS	04193500	2009-10-06	730	A				
USGS	04193500	2009-10-07	880	A				
USGS	04193500	2009-10-08	451	A				
USGS	04193500	2009-10-09	741	A				
USGS	04193500	2009-10-10	1310	A				
USGS	04193500	2009-10-11	1990	A				
USGS	04193500	2009-10-12	2330	A				
USGS	04193500	2009-10-13	1940	A				
USGS	04193500	2009-10-14	1360	A				
USGS	04193500	2009-10-15	1370	A				
USGS	04193500	2009-10-16	1130	A				
USGS	04193500	2009-10-17	986	A				
USGS	04193500	2009-10-18	882	A				
USGS	04193500	2009-10-19	757	A				
USGS	04193500	2009-10-20	644	A				
USGS	04193500	2009-10-21	564	A				
USGS	04193500	2009-10-22	511	A				
USGS	04193500	2009-10-23	512	A				
USGS	04193500	2009-10-24	3530	A				
USGS	04193500	2009-10-25	6870	A				
USGS	04193500	2009-10-26	5340	A				
USGS	04193500	2009-10-27	3860	A				
USGS	04193500	2009-10-28	3280	A				
USGS	04193500	2009-10-29	2600	A				
USGS	04193500	2009-10-30	2270	A				
USGS	04193500	2009-10-31	2280	A				
USGS	04193500	2009-11-01	3230	A				
USGS	04193500	2009-11-02	4140	A				
USGS	04193500	2009-11-03	3630	A				
USGS	04193500	2009-11-04	2670	A				
USGS	04193500	2009-11-05	2210	A				
USGS	04193500	2009-11-06	1820	A				
USGS	04193500	2009-11-07	1860	A				
USGS	04193500	2009-11-08	1380	A				
USGS	04193500	2009-11-09	1370	A				
USGS	04193500	2009-11-10	1780	A				
USGS	04193500	2009-11-11	1540	A				
USGS	04193500	2009-11-12	1270	A				
USGS	04193500	2009-11-13	1050	A				
USGS	04193500	2009-11-14	994	A				
USGS	04193500	2009-11-15	945	A				
USGS	04193500	2009-11-16	850	A				
USGS	04193500	2009-11-17	830	A				
USGS	04193500	2009-11-18	1110	A				
USGS	04193500	2009-11-19	1160	A				
USGS	04193500	2009-11-20	1230	A				
USGS	04193500	2009-11-21	1290	A				
USGS	04193500	2009-11-22	1280	A				
USGS	04193500	2009-11-23	1310	A				
USGS	04193500	2009-11-24	1270	A				
USGS	04193500	2009-11-25	1290	A				
USGS	04193500	2009-11-26	1210	A				
USGS	04193500	2009-11-27	1310	A				
USGS	04193500	2009-11-28	1140	A				
USGS	04193500	2009-11-29	1310	A				
USGS	04193500	2009-11-30	1330	A				
USGS	04193500	2009-12-01	1350	A				
USGS	04193500	2009-12-02	1330	A				
USGS	04193500	2009-12-03	2350	A				
USGS	04193500	2009-12-04	6560	A				
USGS	04193500	2009-12-05	5640	A				
USGS	04193500	2009-12-06	5110	A				
USGS	04193500	2009-12-07	4110	A				
USGS	04193500	2009-12-08	2880	A				
USGS	04193500	2009-12-09	3820	A				
USGS	04193500	2009-12-10	7390	A				
USGS	04193500	2009-12-11	6020	A				
USGS	04193500	2009-12-12	5650	A				
USGS	04193500	2009-12-13	5350	A				
USGS	04193500	2009-12-14	4520	A				
USGS	04193500	2009-12-15	3560	A				
USGS	04193500	2009-12-16	3660	A				
USGS	04193500	2009-12-17	4360	A				
USGS	04193500	2009-12-18	3160	A				
USGS	04193500	2009-12-19	2660	A				
USGS	04193500	2009-12-20	2300	A				
USGS	04193500	2009-12-21	2160	A				
USGS	04193500	2009-12-22	1980	A				
USGS	04193500	2009-12-23	1790	A				
USGS	04193500	2009-12-24	1740	A				
USGS	04193500	2009-12-25	1930	A				
USGS	04193500	2009-12-26	10200	A				
USGS	04193500	2009-12-27	16700	A				
USGS	04193500	2009-12-28	13800	A				
USGS	04193500	2009-12-29	10000	A				
USGS	04193500	2009-12-30	6740	A				
USGS	04193500	2009-12-31	5620	A				
USGS	04193500	2010-01-01	4620	A				
USGS	04193500	2010-01-02	3800	A				
USGS	04193500	2010-01-03	3450	A				
USGS	04193500	2010-01-04	1930	A				
USGS	04193500	2010-01-05	1140	A:e				
USGS	04193500	2010-01-06	1020	A:e				
USGS	04193500	2010-01-07	939	A:e				
USGS	04193500	2010-01-08	1220	A:e				
USGS	04193500	2010-01-09	1240	A:e				
USGS	04193500	2010-01-10	1200	A:e				
USGS	04193500	2010-01-11	1140	A:e				
USGS	04193500	2010-01-12	951	A:e				
USGS	04193500	2010-01-13	799	A:e				
USGS	04193500	2010-01-14	775	A:e				
USGS	04193500	2010-01-15	920	A:e				
USGS	04193500	2010-01-16	951	A:e				
USGS	04193500	2010-01-17	913	A:e				
USGS	04193500	2010-01-18	824	A:e				
USGS	04193500	2010-01-19	540	A:e				
USGS	04193500	2010-01-20	520	A:e				
USGS	04193500	2010-01-21	500	A:e				
USGS	04193500	2010-01-22	490	A:e				
USGS	04193500	2010-01-23	520	A:e				
USGS	04193500	2010-01-24	540	A:e				
USGS	04193500	2010-01-25	9000	A:e				
USGS	04193500	2010-01-26	17000	A:e				
USGS	04193500	2010-01-27	15000	A				
USGS	04193500	2010-01-28	10600	A				
USGS	04193500	2010-01-29	6330	A:e				
USGS	04193500	2010-01-30	3950	A:e				
USGS	04193500	2010-01-31	3130	A:e				
USGS	04193500	2010-02-01	2700	A:e				
USGS	04193500	2010-02-02	2490	A:e				
USGS	04193500	2010-02-03	2030	A:e				
USGS	04193500	2010-02-04	1800	A:e				
USGS	04193500	2010-02-05	1400	A:e				
USGS	04193500	2010-02-06	1000	A:e				
USGS	04193500	2010-02-07	794	A:e				
USGS	04193500	2010-02-08	777	A:e				
USGS	04193500	2010-02-09	780	A:e				
USGS	04193500	2010-02-10	882	A:e				
USGS	04193500	2010-02-11	864	A:e				
USGS	04193500	2010-02-12	721	A:e				
USGS	04193500	2010-02-13	481	A:e				
USGS	04193500	2010-02-14	458	A:e				
USGS	04193500	2010-02-15	525	A:e				
USGS	04193500	2010-02-16	745	A:e				
USGS	04193500	2010-02-17	635	A:e				
USGS	04193500	2010-02-18	477	A:e				
USGS	04193500	2010-02-19	454	A:e				
USGS	04193500	2010-02-20	477	A:e				
USGS	04193500	2010-02-21	677	A:e				
USGS	04193500	2010-02-22	536	A:e				
USGS	04193500	2010-02-23	536	A:e				
USGS	04193500	2010-02-24	2800	A:e				
USGS	04193500	2010-02-25	4400	A:e				
USGS	04193500	2010-02-26	4300	A:e				
USGS	04193500	2010-02-27	3700	A:e				
USGS	04193500	2010-02-28	3200	A:e				
USGS	04193500	2010-03-01	3300	A:e				
USGS	04193500	2010-03-02	5700	A:e				
USGS	04193500	2010-03-03	9890	A				
USGS	04193500	2010-03-04	11400	A				
USGS	04193500	2010-03-05	11200	A				
USGS	04193500	2010-03-06	11300	A				
USGS	04193500	2010-03-07	11800	A				
USGS	04193500	2010-03-08	12400	A				
USGS	04193500	2010-03-09	13400	A				
USGS	04193500	2010-03-10	16100	A				
USGS	04193500	2010-03-11	17200	A				
USGS	04193500	2010-03-12	17400	A				
USGS	04193500	2010-03-13	19500	A				
USGS	04193500	2010-03-14	28800	A				
USGS	04193500	2010-03-15	29500	A				
USGS	04193500	2010-03-16	24900	A				
USGS	04193500	2010-03-17	19900	A				
USGS	04193500	2010-03-18	15500	A				
USGS	04193500	2010-03-19	12800	A				
USGS	04193500	2010-03-20	9280	A				
USGS	04193500	2010-03-21	7410	A				
USGS	04193500	2010-03-22	6070	A				
USGS	04193500	2010-03-23	5070	A				
USGS	04193500	2010-03-24	6170	A				
USGS	04193500	2010-03-25	6710	A				
USGS	04193500	2010-03-26	7810	A				
USGS	04193500	2010-03-27	9850	A				
USGS	04193500	2010-03-28	9570	A				
USGS	04193500	2010-03-29	19300	A				
USGS	04193500	2010-03-30	24900	A				
USGS	04193500	2010-03-31	18500	A				
USGS	04193500	2010-04-01	13000	A				
USGS	04193500	2010-04-02	8150	A				
USGS	04193500	2010-04-03	6610	A				
USGS	04193500	2010-04-04	5080	A				
USGS	04193500	2010-04-05	4200	A				
USGS	04193500	2010-04-06	3140	A				
USGS	04193500	2010-04-07	2670	A				
USGS	04193500	2010-04-08	14100	A				
USGS	04193500	2010-04-09	25500	A				
USGS	04193500	2010-04-10	19500	A				
USGS	04193500	2010-04-11	13700	A				
USGS	04193500	2010-04-12	10100	A				
USGS	04193500	2010-04-13	5790	A				
USGS	04193500	2010-04-14	4000	A				
USGS	04193500	2010-04-15	3620	A				
USGS	04193500	2010-04-16	3120	A				
USGS	04193500	2010-04-17	2340	A				
USGS	04193500	2010-04-18	2180	A				
USGS	04193500	2010-04-19	1760	A				
USGS	04193500	2010-04-20	1800	A				
USGS	04193500	2010-04-21	1850	A				
USGS	04193500	2010-04-22	1500	A				
USGS	04193500	2010-04-23	1420	A				
USGS	04193500	2010-04-24	1540	A				
USGS	04193500	2010-04-25	2770	A				
USGS	04193500	2010-04-26	20600	A				
USGS	04193500	2010-04-27	34600	A				
USGS	04193500	2010-04-28	26200	A				
USGS	04193500	2010-04-29	17900	A				
USGS	04193500	2010-04-30	11100	A				
USGS	04193500	2010-05-01	9080	A				
USGS	04193500	2010-05-02	6780	A				
USGS	04193500	2010-05-03	9610	A				
USGS	04193500	2010-05-04	10600	A				
USGS	04193500	2010-05-05	9930	A				
USGS	04193500	2010-05-06	8350	A				
USGS	04193500	2010-05-07	6410	A				
USGS	04193500	2010-05-08	7160	A				
USGS	04193500	2010-05-09	5910	A				
USGS	04193500	2010-05-10	4060	A				
USGS	04193500	2010-05-11	5470	A				
USGS	04193500	2010-05-12	14100	A				
USGS	04193500	2010-05-13	20700	A				
USGS	04193500	2010-05-14	20900	A				
USGS	04193500	2010-05-15	23200	A				
USGS	04193500	2010-05-16	17100	A				
USGS	04193500	2010-05-17	11900	A				
USGS	04193500	2010-05-18	19100	A				
USGS	04193500	2010-05-19	27200	A				
USGS	04193500	2010-05-20	21600	A				
USGS	04193500	2010-05-21	16500	A				
USGS	04193500	2010-05-22	22300	A				
USGS	04193500	2010-05-23	32000	A				
USGS	04193500	2010-05-24	29400	A				
USGS	04193500	2010-05-25	24300	A				
USGS	04193500	2010-05-26	20000	A				
USGS	04193500	2010-05-27	16200	A				
USGS	04193500	2010-05-28	14900	A				
USGS	04193500	2010-05-29	14300	A				
USGS	04193500	2010-05-30	12400	A				
USGS	04193500	2010-05-31	8730	A				
USGS	04193500	2010-06-01	11000	A				
USGS	04193500	2010-06-02	13100	A				
USGS	04193500	2010-06-03	14100	A				
USGS	04193500	2010-06-04	10400	A				
USGS	04193500	2010-06-05	7230	A				
USGS	04193500	2010-06-06	8470	A				
USGS	04193500	2010-06-07	8790	A				
USGS	04193500	2010-06-08	9450	A				
USGS	04193500	2010-06-09	8840	A				
USGS	04193500	2010-06-10	10700	A				
USGS	04193500	2010-06-11	11900	A				
USGS	04193500	2010-06-12	11500	A				
USGS	04193500	2010-06-13	12600	A				
USGS	04193500	2010-06-14	14000	A				
USGS	04193500	2010-06-15	11700	A				
USGS	04193500	2010-06-16	14400	A				
USGS	04193500	2010-06-17	12800	A				
USGS	04193500	2010-06-18	10900	A				
USGS	04193500	2010-06-19	8410	A				
USGS	04193500	2010-06-20	6760	A				
USGS	04193500	2010-06-21	5440	A				
USGS	04193500	2010-06-22	5070	A				
USGS	04193500	2010-06-23	4110	A				
USGS	04193500	2010-06-24	3510	A				
USGS	04193500	2010-06-25	3120	A				
USGS	04193500	2010-06-26	2940	A				
USGS	04193500	2010-06-27	2610	A				
USGS	04193500	2010-06-28	5070	A				
USGS	04193500	2010-06-29	6740	A				
USGS	04193500	2010-06-30	9550	A				
USGS	04193500	2010-07-01	6980	A				
USGS	04193500	2010-07-02	4610	A				
USGS	04193500	2010-07-03	2780	A				
USGS	04193500	2010-07-04	2310	A				
USGS	04193500	2010-07-05	1900	A				
USGS	04193500	2010-07-06	1540	A				
USGS	04193500	2010-07-07	1180	A				
USGS	04193500	2010-07-08	1250	A				
USGS	04193500	2010-07-09	1470	A				
USGS	04193500	2010-07-10	1380	A				
USGS	04193500	2010-07-11	1660	A				
USGS	04193500	2010-07-12	1510	A				
USGS	04193500	2010-07-13	1580	A				
USGS	04193500	2010-07-14	1020	A				
USGS	04193500	2010-07-15	996	A				
USGS	04193500	2010-07-16	892	A				
USGS	04193500	2010-07-17	904	A				
USGS	04193500	2010-07-18	789	A				
USGS	04193500	2010-07-19	617	A				
USGS	04193500	2010-07-20	517	A				
USGS	04193500	2010-07-21	800	A				
USGS	04193500	2010-07-22	812	A				
USGS	04193500	2010-07-23	882	A				
USGS	04193500	2010-07-24	1290	A				
USGS	04193500	2010-07-25	1000	A				
USGS	04193500	2010-07-26	866	A				
USGS	04193500	2010-07-27	1200	A				
USGS	04193500	2010-07-28	1730	A				
USGS	04193500	2010-07-29	1480	A				
